Parameters;All_inputs;Llama-70;Llama-8;Gemma3;Codestral;QwenCoder;QwenCoderMedium;QwenCoderSmall;7;2;1;3;8;0;5;4;6;9
2;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
3;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
4;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
5;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
6;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
7;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
8;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
9;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
10;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
11;50;;;;;;;;50;49;50;50;50;49;49;50;50;50
12;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
