Parameters;All_inputs;Llama-70;Llama-8;Gemma3;Codestral;QwenCoder;QwenCoderMedium;QwenCoderSmall;4;9;6;7;0;3;8;2;1;5
2;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
3;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
4;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
5;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
6;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
7;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
8;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
9;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
10;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
11;50;;;;;;;;50;50;50;50;49;50;50;50;49;50
12;50;;;;;;;;50;50;50;50;50;50;50;50;50;50
